text,is_quote_status,retweet_count,favorite_count,favorited,retweeted,username
😂🤷🏼‍♀️🙌🏼❤️ https://t.co/kIAZfzf4fy,True,9,271,False,False,doritkemsley1
RT @HYBPA: .@doritkemsley's swimwear line Beverly Beach has some high profile fans! #HYBPA https://t.co/i4H1ybuS3y,False,9,0,False,False,doritkemsley1
RT @HYBPA: Sam Pang and @doritkemsley1 have something in common... 😂 #HYBPA https://t.co/xrcaPz7A6K,False,6,0,False,False,doritkemsley1
LOVE this! Looking so FAB in the Teddi marlin blue paired with Brayden shorts! 💙💚 @beverlybeachbyD https://t.co/7bvd8Hd7tE,True,4,24,False,False,doritkemsley1
RT @glamourmag: .@doritkemsley1's easy pasta sauce is famous in her family—here's how to make it. 🍝  https://t.co/D0E2dM5eEa,False,4,0,False,False,doritkemsley1
🙌🏼❤️ https://t.co/unzi7CEkOZ,True,10,98,False,False,doritkemsley1
RT @BravoTV: #RHOBH cast member @doritkemsley1 is taking her design skills outside of the fashion industry. https://t.co/mZQzX3Sa45,False,3,0,False,False,doritkemsley1
❤️ https://t.co/mVkgjKert4,True,13,218,False,False,doritkemsley1
RT @OH19: Attention Real Housewives fans AND pasta fans! @doritkemsley1 shared details of her @bucadibeppo partnership with @refinery29 htt…,False,11,0,False,False,doritkemsley1
You were happy to get people involved until 2 people didn’t agree with you. And making up a story about me being la… https://t.co/0XhdpTPGxJ,True,70,1480,False,False,doritkemsley1
Teddi made it clear we could come when we choose. I told the entire group I was coming after lunch. Suddenly I’m la… https://t.co/cTqlwrFENS,True,17,521,False,False,doritkemsley1
😂 https://t.co/RXbLoPzjN9,True,24,377,False,False,doritkemsley1
Very brave and an inspiration 🙌🏼 https://t.co/w8bysOf6At,True,10,158,False,False,doritkemsley1
I didn’t want to go all day without seeing my kids or sit in an extra hour of traffic. I was there for 9 hours + 4… https://t.co/SEXDi5K2kA,False,34,1503,False,False,doritkemsley1
🤔 I wasn’t alone in that suite or the one who ordered the fries. I was however at your retreat for 9 hours with 4… https://t.co/nJkdTlCydx,True,51,1518,False,False,doritkemsley1
RT @HollywoodLife: #RHOBH star Dorit Kemsley (@doritkemsley1) stopped by the HL podcast and told us how she and PK are keeping their romanc…,False,3,0,False,False,doritkemsley1
😂🙌🏼 https://t.co/QFIA5XKPtL,True,8,156,False,False,doritkemsley1
Says to the woman who was ‘on time’ 💅🏼 #so2yearsago 🥱 #rhobh https://t.co/hS5ixLAWCx,True,32,886,False,False,doritkemsley1
Alexander wang 🖤 https://t.co/r4Ya1kKBvT,True,6,61,False,False,doritkemsley1
Agree! Just magical. ⭐️ https://t.co/uqcIcYDMup,True,7,214,False,False,doritkemsley1
RT @housewivesguy: The #RHOBH S10 Dinner Party from Hell starts NOW!! Who’s watching the madness unfold with me??💎💎💎@KyleRichards @lisari…,False,5,0,False,False,doritkemsley1
RT @extratv: .@doritkemsley1 talks quarantine life with her family and teases BIG drama ahead this season on #RHOBH! https://t.co/lnuOlHQAE…,False,2,0,False,False,doritkemsley1
RT @sambellikoff: Before tonight’s #RHOBH watch my interview with @doritkemsley1 !,True,2,0,False,False,doritkemsley1
RT @lisarinna: This will be a Dinner Party you won’t want to miss!!!TUNE IN TONIGHT 8/7c on @BravoTV #RHOBH https://t.co/xXXaky5Yis,False,28,0,False,False,doritkemsley1
"RT @HeatherMcDonald: Up now I have @doritkemsley1 on Juicy Scoop! We discuss how she met PK, the craziness of this season, drunk regrets an…",False,4,0,False,False,doritkemsley1
😘 https://t.co/gjzuU0WCEG,True,6,24,False,False,doritkemsley1
RT @people: Today on #PeopleNow: @doritkemsley1 talks season 10 of #RHOBH. https://t.co/0QjNs9vZEh,False,3,0,False,False,doritkemsley1
RT @extratv: Tonight on #ExtraTV: @doritkemsley1 is dishing with our @jennlahmers on quarantine life and the drama ahead this season on #RH…,False,5,0,False,False,doritkemsley1
"RT @BravoTV: #RHOBH cast member @doritkemsley1 showed inside her 9,000 square-foot modern farmhouse home's stunning bedrooms, bathrooms, ki…",False,3,0,False,False,doritkemsley1
That would be a dream come true 🙌🏼❤️ https://t.co/ykY42lbxTo,True,23,312,False,False,doritkemsley1
"Yes, @justinemarjan did my hair this episode 🙌🏼❤️ https://t.co/PxEfMk3NRw",True,8,45,False,False,doritkemsley1
RT @beverlybeachbyD: You should never ask a woman what’s in her @jacquemus  bag 😉 @doritkemsley1 S10 E1 | The Crown Isn't So Heavy https:…,False,10,0,False,False,doritkemsley1
RT @beverlybeachbyD: I'll have a vodka club soda. Three squeezed lemons. Carcass out. 🍋 @doritkemsley1 S10 E1 | The Crown Isn't So Heavy…,False,3,0,False,False,doritkemsley1
RT @BravoWWHL: ICYMI: Last night's #WWHL @ Home After Show w/ @GarcelleB &amp; @DoritKemsley1 is up on our YouTube channel now! #WWHLatHome htt…,False,2,0,False,False,doritkemsley1
"The show was amazing, the line fabulous and the team top-notch! @KyleAndShahida @KyleRichards  #RHOBH https://t.co/qCV7j5uFB6",True,7,351,False,False,doritkemsley1
RT @BravoWWHL: Head to our Instagram to watch @DoritKemsley1 give an exclusive tour of her new home! #RHOBH #WWHLatHome https://t.co/DyU51P…,False,1,0,False,False,doritkemsley1
RT @jaymichaels13: . @doritkemsley1 hands down THE fashionista of @BravoTV &amp; that purse! Brilliant! 💎👑👸🏼 #RHOBH is 🔥 https://t.co/FTaFb1NvRJ,False,4,0,False,False,doritkemsley1
RT @BravoWWHL: This interaction between @SuttonBStracke &amp; @DoritKemsley1 belongs in the MoMA. #RHOBH https://t.co/10oPGAHu2B,False,57,0,False,False,doritkemsley1
😘😘 https://t.co/zS0rmYuIV8,True,5,41,False,False,doritkemsley1
😘 https://t.co/bYevHcw5cK,True,5,25,False,False,doritkemsley1
Yes! We ship all over the world! 🌏🙌🏼 https://t.co/2JDKDqIHDv,True,6,20,False,False,doritkemsley1
❤️ https://t.co/D01VKBaqJM,True,5,21,False,False,doritkemsley1
❤️ https://t.co/iSxQ65yAM7,True,6,15,False,False,doritkemsley1
Amen to that! 🙏🏼🙌🏼 https://t.co/jKYhiGQZVr,True,6,56,False,False,doritkemsley1
Aw. ☺️ thank you! ❤️ https://t.co/NWi4sRfEe1,True,8,109,False,False,doritkemsley1
She helped me cook something around the holidays and she loved it. She started asking me to help cook after that an… https://t.co/P8JXMN0R2r,True,6,48,False,False,doritkemsley1
RT @housewivesguy: #RHOBH Season 10 starts NOW!!! Who’s watching with me??💎💎💎 @KyleRichards @lisarinna @erikajayne @doritkemsley1 @TeddiMel…,False,5,0,False,False,doritkemsley1
RT @BravoWWHL: We’ve got #RHOBH stars @GarcelleB &amp; @DoritKemsley1 ready to break down everything from the Season 10 premiere on #WWHL @ Hom…,False,4,0,False,False,doritkemsley1
RT @BravoTV: The Hiltons are ready for @KyleRichards's #NYFW show—are you? Don't miss the #RHOBH Season Premiere TONIGHT! https://t.co/PRxI…,False,34,0,False,False,doritkemsley1
"RT @CBSTVStudios: Tune in to #TheTalk Chat Room this week on Instagram with special guests @doritkemsley1, @candacecbure @tyrabanks, @julia…",False,4,0,False,False,doritkemsley1
"Join me live on @thetalkcbs Instagram today at 3pm ET, 12pm PT. I’ll be chatting remotely from my house! Lots to ta… https://t.co/peE5u7As5h",False,6,15,False,False,doritkemsley1
"RT @TheTalkCBS: Tune in to ""The Talk's Chat Room"" this week on Instagram with special guests @doritkemsley1, @candacecbure, @tyrabanks, @ju…",False,16,0,False,False,doritkemsley1
#rhobh returns April 15th! @bravotv 💎 https://t.co/JrobY1e2i1,False,8,52,False,False,doritkemsley1
Sneak peak at the trailer you've all been waiting for 💎#RHOBH premieres April 15th on @BravoTV! For the full traile… https://t.co/qWVVtLIyrb,False,7,59,False,False,doritkemsley1
Here we go...#RHOBH premiers April 15th on @bravotv! 💎 https://t.co/Tm5R2o8NDb,False,7,63,False,False,doritkemsley1
Love this video demonstrating the importance of washing our hands. It’s a great video to show the kids 🙌🏼#repost… https://t.co/KBxSbBQ29W,False,8,21,False,False,doritkemsley1
NYC... broadway... @erikajayne can’t wait! 🥰 #roxiehart #makingdreamscometrue 🙌🏼⭐️ https://t.co/tdYEOGjm94,False,6,70,False,False,doritkemsley1
https://t.co/xgSSEw4wvI,False,6,45,False,False,doritkemsley1
The Cooking Show- (staring Phoenix Kemsley) cont’d 💁🏼‍♀️ tada! https://t.co/s0CRpaXtAE,False,6,29,False,False,doritkemsley1
The Cooking Show- staring Phoenix Kemsley! 💁🏼‍♀️ https://t.co/OCtb52EcVC,False,6,32,False,False,doritkemsley1
Make your finishing touches speak for themselves with @beverlybeachbyD blue light glasses and chic hair accessories… https://t.co/HOVcsxbQzT,False,6,12,False,False,doritkemsley1
All I want for Christmas is.... 🎅🏼 Our Holiday Collection is now available at https://t.co/LQ0VB5MRcI and… https://t.co/jhRcUv1DzG,False,5,11,False,False,doritkemsley1
All I want for Christmas is.... 🎅🏼 Our Holiday Collection is now available at https://t.co/LQ0VB5vgla and… https://t.co/8bY4vQyjE3,False,5,4,False,False,doritkemsley1
"It’s finally here! We just dropped our holiday collection! Available now https://t.co/gHCSxRsBH1,… https://t.co/2Ej9icz4Cw",False,5,10,False,False,doritkemsley1
"It’s finally here! We just dropped our holiday collection 2019! Available now https://t.co/gHCSxRsBH1,… https://t.co/xuyHsIAQUI",False,5,13,False,False,doritkemsley1
RT @RHOGossip: PHOTOS: See the 'RHOBH' Cast at the 2019 E! People's Choice Awards and Find Out If They Won for Best Reality Show #RHOBH #PC…,False,3,0,False,False,doritkemsley1
RT @TooFab: #RHOBH stars @KyleRichards  @TeddiMellencamp and @DoritKemsley1 have arrived at the #PCAs2019 https://t.co/swOIwIAtuZ https://t…,False,5,0,False,False,doritkemsley1
RT @etalkCTV: They owned it. #RHOBH 💎 #PCAs #etalkRedCarpet(📷: E! Entertainment | Getty Images) https://t.co/avAkGLRq1G,False,8,0,False,False,doritkemsley1
RT @peopleschoice: Housewives by day. Red Carpet savants by night ❤️ #PCAs@erikajayne@KyleRichards@lisarinna@doritkemsley1 https://t.c…,False,61,0,False,False,doritkemsley1
❤️ https://t.co/45WRfFJ4tw,True,4,9,False,False,doritkemsley1
Aw thank you! 😘❤️ https://t.co/MLp3Bk8s9V,True,4,30,False,False,doritkemsley1
Thanks so much for having us @AdrienneMaloof! Loved all the decorations! (Jagger in the middle 😂) ❤️😘 @KyleRichards… https://t.co/uHYAYw3xeH,True,9,187,False,False,doritkemsley1
RT @usweekly: #RHOBH's @doritkemsley1's braid is to die for. 💥 See the pic:  https://t.co/YNQofKIJtO,False,5,0,False,False,doritkemsley1
❤️ https://t.co/5htiHwnCPH,True,5,72,False,False,doritkemsley1
"RT @extratv: #RHOBH star @doritkemsley1 on drama with Camille Grammer, and Lisa Vanderpump’s exit. https://t.co/mTzSuPdDk8 https://t.co/JzP…",False,2,0,False,False,doritkemsley1
RT @extratv: .@doritkemsley1 is here dishing on the #RHOBH finale and her @beverlybeachbyD swimwear! Watch: https://t.co/xdn4TrV0bg https:/…,False,5,0,False,False,doritkemsley1
"Wishing the happiest birthday and the best of the best to my stud of a brother @PowerhouseCB. You are the kindest,… https://t.co/iIs8jlsELB",False,6,94,False,False,doritkemsley1
Thank you!! ❤️😘 https://t.co/aZJ0Ce7wkc,True,7,297,False,False,doritkemsley1
👍🏼 https://t.co/LLbZtyAiFW,True,13,423,False,False,doritkemsley1
"RT @BravoTV: #RHOBH beauty @doritkemsley1 topped even herself with this epic, glittering reunion 'do.https://t.co/T2LCeC1Q9w",False,10,0,False,False,doritkemsley1
😂 https://t.co/9NRzg2LJXo,True,6,87,False,False,doritkemsley1
RT @Variety: A Boy George movie is in the works https://t.co/Ofq3Ct3fb4 https://t.co/O0aqxehRsR,False,39,0,False,False,doritkemsley1
This was my first time seeing @erikajayne in concert and it was electrifying!!! Tonight on #rhobh 9pm! @bravotv 💰🙌🏼… https://t.co/Nv0Wup5SoP,False,9,444,False,False,doritkemsley1
Thank you 😊❤️😘 https://t.co/cJYZR6ncgV,True,4,95,False,False,doritkemsley1
Or showing how toxic and dangerous the carcinogenic flames can be when using plastic spatulas on an open flame.… https://t.co/isG1wSeCND,True,3,79,False,False,doritkemsley1
"Thank you. I‘ve been amazed myself why they haven’t shown a more 360 degree view of who I really am, as a person, a… https://t.co/2s9eGhWu93",True,9,352,False,False,doritkemsley1
Thank you!! I/we had a lot of fun! ⛺️🧗🏼‍♀️🎏 and A LOT of laughs! 😉 https://t.co/LPJzyKGfxH,True,1,167,False,False,doritkemsley1
😉❤️ https://t.co/fmPnqzWkZ8,True,2,44,False,False,doritkemsley1
❤️😘 https://t.co/hqtJddLk7Z,True,1,23,False,False,doritkemsley1
😉❤️ https://t.co/hotnLAXJws,True,0,59,False,False,doritkemsley1
I’ll be live tweeting during the show tonight! #RHOBH,False,1,164,False,False,doritkemsley1
https://t.co/dRpgX9EqrI,False,1,41,False,False,doritkemsley1
https://t.co/8d1ybGkk0X,False,3,63,False,False,doritkemsley1
RT @Pressparty: Reality star @doritkemsley1 chats #RHOBH on #StrahanAndSara today https://t.co/FpFH9l6aiU https://t.co/xOv7pq0wwF,False,3,0,False,False,doritkemsley1
Thank you!! So glad you love the scent as much as i do. :))) ❤️😘 https://t.co/ltaT6fKSvn,True,0,31,False,False,doritkemsley1
"RT @Andy: #RHOBH is on now! Tweet me Q's all night for @doritkemsley1 &amp; @BoyGeorge! They're on #WWHL tonight - live at a special time, 11:1…",False,17,0,False,False,doritkemsley1
RT @BravoWWHL: TONIGHT’s #WWHL w/ @doritkemsley1 &amp; @BoyGeorge is LIVE @ 11:15! Keep tweeting @Andy your questions!,False,8,0,False,False,doritkemsley1
RT @BravoPR: The #RHOBH ladies bring the drama and the viewership! Last week’s episode was the highest-rated episode of the season-to-date…,False,42,0,False,False,doritkemsley1
Looking gorgeous @ClaudineKeane1 miss you so much! 💕😘 https://t.co/5KIGxllgln,True,1,22,False,False,doritkemsley1
"RT @StrahanAndSara: THIS WEEK! @RealHughJackman, @pitbull, @TracyMorgan, @MeaganGood, @doritkemsley1, @MichaelEaly and more! #StrahanAndSar…",False,10,0,False,False,doritkemsley1
"RT @ABCNewsPR: Next week on @StrahanAndSara: @MichaelEaly &amp; @MeaganGood, @RealHughJackman, @PaulStanleyLive, @doritkemsley1, #TracyMorgan,…",False,2,0,False,False,doritkemsley1
Thank you 😘 https://t.co/bhFLEka29S,True,0,45,False,False,doritkemsley1
💕 https://t.co/c7DnX3kHqO,True,0,25,False,False,doritkemsley1
❤️ https://t.co/JaeHcqJWgw,True,9,171,False,False,doritkemsley1
🙏🏼❤️❤️❤️ https://t.co/mXS6dX4aRI,True,9,66,False,False,doritkemsley1
Love you! @iheartMarlo ❤️😘 https://t.co/OvibyWq3hP,True,5,122,False,False,doritkemsley1
😂😂😂 Sorry Patrick! 🙈❤️❤️ much love ❤️❤️ https://t.co/W2DinW6md9,True,1,91,False,False,doritkemsley1
👏🏼👏🏼👏🏼 https://t.co/0vere2bNnn,True,23,1377,False,False,doritkemsley1
Balmain 💕 https://t.co/5mpZu9sSCd,True,2,51,False,False,doritkemsley1
Thank you! 💕 https://t.co/AZm6a55mYZ,True,7,118,False,False,doritkemsley1
WOW! 🙄🤔 https://t.co/BG3OdOXXbE,True,48,610,False,False,doritkemsley1
I hadn’t known that the staff at Vanderpump Dogs was telling stories when i had lunch with lisa and Ken. Lisa was a… https://t.co/FrRMNeAmFI,True,9,205,False,False,doritkemsley1
Thank you 😘 https://t.co/qVoD6o3CgO,True,1,39,False,False,doritkemsley1
I never hid any ‘story’. Nice try. It became an (inflated) ‘story’ thanks to those whom it benefited. Be disappoint… https://t.co/yqPodI65id,True,21,212,False,False,doritkemsley1
Erika!! This is AMAZING!!! 🙌🏽🙌🏽🙌🏽 https://t.co/gLsnwUD1ZV,True,15,851,False,False,doritkemsley1
TONIGHT! Things get para-dicey towards the end of our trip 😬🌴 Don't miss a new #RHOBH at 9/8c on @BravoTV! https://t.co/mPq0gd1F1C,False,4,64,False,False,doritkemsley1
RT @BravoTV: #RHOBH's @doritkemsley1's latest comments were news to @IsaacMizrahi on #WWHL.https://t.co/y6JLCr2b21,False,7,0,False,False,doritkemsley1
And @beverlybeachbyD bronzer! “Afterglow” ✨ https://t.co/l9eQZt5mnN,True,5,33,False,False,doritkemsley1
RT @BravoWWHL: Did you miss the #WWHL After Show w/ @doritkemsley1 &amp; @IsaacMizrahi?! Watch it here now! https://t.co/hSxUKBP6DO,False,2,0,False,False,doritkemsley1
Love you girl! ❤️ https://t.co/EYvdUw9wW7,True,2,41,False,False,doritkemsley1
😘 https://t.co/ozMSD3jR96,True,0,26,False,False,doritkemsley1
It’s boring already. Trolls will be trolls. Thank you ❤️😘 https://t.co/rW2OZP4PMO,True,4,139,False,False,doritkemsley1
Rewatch the show! When the girls ask me why I didn’t tell Lisa I say in front of Lisa V that I told her and she con… https://t.co/R29tKBVi46,True,15,287,False,False,doritkemsley1
We most certainly should have been informed. We were very upset about that. https://t.co/66GR6V5nD7,True,2,42,False,False,doritkemsley1
Are you even following the story?! Lucy went back to the center and has a new home. https://t.co/4iciY7q35E,True,0,64,False,False,doritkemsley1
LVP knows that. We had those discussions before we even started filming. https://t.co/2RoRtOtqIb,True,1,41,False,False,doritkemsley1
I was told she’s in a lovely home with other dogs and no children. https://t.co/c0krmgHnF4,True,1,23,False,False,doritkemsley1
I’m really sorry. 😢 I know you meant well. https://t.co/HNlQSJA6z4,True,0,6,False,False,doritkemsley1
In hindsight I agree. But I informed Lisa V straight away and she never asked me to bring Lucy back to the center s… https://t.co/DqxAXlDRfl,True,6,97,False,False,doritkemsley1
That’s all she would have had to say and I would have brought Lucy back to Lisa straight away. https://t.co/giJgGuayjY,True,6,61,False,False,doritkemsley1
Correct. We first adopted a 3 year old very abused dog who was territorial over me and wouldn’t let the kids around… https://t.co/njW1q4WGqV,True,1,19,False,False,doritkemsley1
❤️ https://t.co/TLd0qxVfgb,True,2,5,False,False,doritkemsley1
Thank you ❤️ https://t.co/NCz6dVCf4E,True,0,6,False,False,doritkemsley1
No Lucy was always fine. Never hurt or in danger. https://t.co/TbM6bgIjUJ,True,1,36,False,False,doritkemsley1
Lucy slept in our bed with us. She was a nervous dog(we didn’t realize how nervous at the time) and she bit PK whil… https://t.co/K9X9P9lLYw,True,2,17,False,False,doritkemsley1
I should’ve . When we contemplated giving Lucy back to VD a biz associate came to our home and Lucy and she fell in… https://t.co/DEHQwQ7se3,True,6,139,False,False,doritkemsley1
It wasn’t. And I thank you for your kind words. I believe that as well. ❤️ https://t.co/6TxuOseXDa,True,0,20,False,False,doritkemsley1
We do talk about it. You’ll have to keep watching I can’t give too much away. Stay tuned https://t.co/VdfhKlFW3Z,True,2,12,False,False,doritkemsley1
I did ask her if it was true. You’ll see it on next weeks episode. https://t.co/DPZLvEsLMx,True,2,28,False,False,doritkemsley1
RT @BravoWWHL: Watch the #WWHL After Show w/ @doritkemsley1 &amp; @IsaacMizrahi! https://t.co/hSxUKBxvMg,False,2,0,False,False,doritkemsley1
Why don’t you let the lawyers decide that since that hasn’t been established in a court of law. Give people the ben… https://t.co/zzJTLqXU5o,True,2,33,False,False,doritkemsley1
😘 https://t.co/EWWjnSJ7uh,True,1,5,False,False,doritkemsley1
Thank you. thank you.’ ❤️ https://t.co/gIJTY4XRYL,True,0,10,False,False,doritkemsley1
RT @CarleneKMakeup: I Live for @doritkemsley1 in a red lip 💋💎 @justinemarjan and I had the best time Glamming in the Bahamas 🏝This Gorgeous…,False,2,0,False,False,doritkemsley1
RT @CarleneKMakeup: I Live for @doritkemsley1 in a red lip 💋💎 @justinemarjan and I had the best time Glamming in the Bahamas 🏝This Gorgeous…,False,2,0,False,False,doritkemsley1
🙈☺️ https://t.co/V8IBjGfEbU,True,0,9,False,False,doritkemsley1
Thank you! 😘❤️ https://t.co/DHlMDiDl4a,True,2,9,False,False,doritkemsley1
I was trying everything to make it work. When we were contemplating giving her back we met a woman who really wante… https://t.co/hn2QnKV3BP,True,0,25,False,False,doritkemsley1
Precisely. Lucy was never in danger either or hurt. Thank you for speaking up. 🙏🏽 https://t.co/UvQOJS3yEN,True,1,22,False,False,doritkemsley1
"Yes, thank you 💕 https://t.co/1sL2iK9y5z",True,0,5,False,False,doritkemsley1
She was well aware that Lucy went to a new home and at no point asked me to bring it back to her shelter otherwise… https://t.co/CS1t9KAKdn,True,0,57,False,False,doritkemsley1
Thank you! It’s available for preorder now on https://t.co/gHCSxRb0Pt it ships in the mext couple weeks! ❤️ https://t.co/Uwe8IFcK2j,True,0,3,False,False,doritkemsley1
I understand that. I grew up with dogs my whole life and I love animals. If your dog had bitten one of your childre… https://t.co/JazpOMZYec,True,8,331,False,False,doritkemsley1
In hindsight I really wish. https://t.co/IA1CHmqnDb,True,2,66,False,False,doritkemsley1
Yes I told Lisa V immediately https://t.co/s1AY1zWi0T,True,1,18,False,False,doritkemsley1
Thank you! Me too 😘 https://t.co/BzBOHK851g,True,1,9,False,False,doritkemsley1
We had Lucy for 6 months. I tried everything to get her well adjusted including having @TamarGeller one of the most… https://t.co/pFlVjfJxl2,True,2,87,False,False,doritkemsley1
Thank you 😘 https://t.co/e5ToBDv44J,True,2,11,False,False,doritkemsley1
@beverlybeachbyD ✨ https://t.co/a8rGEYvvDz,True,1,2,False,False,doritkemsley1
RT @HomeandFamilyTV: Real Housewife @doritkemsley1 of #RHOBH is making a delicious soup packed with flavor that the whole family will love!…,False,7,0,False,False,doritkemsley1
RT @beverlybeachbyD: Getting into some meshy situations in The Bahamas on #RHOBH tomorrow night! @doritkemsley1 in the Camille Cover Up and…,False,1,0,False,False,doritkemsley1
I had so much fun making my delicious chicken barley soup with you guys! Tune in to see how I make it! 💕😋(yes I coo… https://t.co/BvbHdz1x7y,True,4,83,False,False,doritkemsley1
RT @beverlybeachbyD: BACK IN STOCK! Your favorite Camille Mesh Cover Up and Neon Green Teddi Bikini that flew from our inventory is now ava…,False,8,0,False,False,doritkemsley1
❤️😘 https://t.co/SwSJSQdQfS,True,0,26,False,False,doritkemsley1
Thank you ❤️ https://t.co/VyulpMmMpj,True,0,5,False,False,doritkemsley1
"To my sweet, funny, happy, silly little princess. You are a ray of sunshine every single day! I love what a strong… https://t.co/WJKLbfuxVH",False,2,138,False,False,doritkemsley1
❤️ https://t.co/sPOW7poxTJ,True,3,79,False,False,doritkemsley1
"RT @housewivesguy: Tonight #RHOBH takes the Bahamas! Who’s watching with me, darlings??💎💎💎 @KyleRichards @doritkemsley1 @erikajayne @TeddiM…",False,3,0,False,False,doritkemsley1
On tonight’s episode of #RHOBH I take the ladies on a first class trip to the Bahamas ✈️ but does the jabbing go to… https://t.co/xyVsfZp0C7,False,20,450,False,False,doritkemsley1
Beyond disgusting and vile. https://t.co/ZNuMOjDcDH,True,19,390,False,False,doritkemsley1
I actually did have the best dog trainers here. More than one. https://t.co/ksKdP3u2dK,True,3,107,False,False,doritkemsley1
"Happy birthday to my beautiful, sweet, kind, fun, friend @DENISE_RICHARDS! I hope your day is filled with all the l… https://t.co/W3cQilkQmy",False,5,129,False,False,doritkemsley1
So fun chatting with you ladies this morning about #rhobh and #beverlybeach! Thank you for having me! 💕 https://t.co/dIG6diQcym,True,3,72,False,False,doritkemsley1
It’s finally here! Tonight’s the big night! Tune in for our dramatic season premier at 9pm! #rhobh @bravotv 💎 https://t.co/TzpNVcsA5h,False,12,369,False,False,doritkemsley1
I had so much fun shooting this trailer for isntitromantic. What a memorable couple of days!  Can’t wait to see the… https://t.co/7GAXKNNg7B,False,1,36,False,False,doritkemsley1
"My dearest Jagger, you are precious in every way, the sunshine in my day, the joy in my soul, and the love of my li… https://t.co/cEk5qmRytE",False,0,142,False,False,doritkemsley1
G L A M O R O U S ❤️ https://t.co/Bf9hVu9LcW,False,2,20,False,False,doritkemsley1
"What a joy it was to walk, dance and twirl on the runway for #RedDressCollection in support of women’s heart health… https://t.co/aUg9K2fMca",False,1,52,False,False,doritkemsley1
"Last night was about empowering women to take a stand against heart disease, the number one threat to woman’s healt… https://t.co/MeuvC9Wnnf",False,2,74,False,False,doritkemsley1
Grab a friend and watch LIVE @GoRedforWomen as we turn #NYFashionWeek red in support of woman’s heart health tonigh… https://t.co/55rD59f1J2,False,2,25,False,False,doritkemsley1
Picture day! My heart can’t handle it! 😍 https://t.co/oW9570FopY,False,1,53,False,False,doritkemsley1
"#Repost @teddimellencamp (get_repost)・・・Can you handle the truth? Don’t believe what you read, watch it all unfol… https://t.co/IyrzwdFjAl",False,1,64,False,False,doritkemsley1
One week lovelies...and we’re back! #rhobh #bravo https://t.co/GxVxioI6Oz,False,2,200,False,False,doritkemsley1
I’m beyond excited to announce that Feb 7th i’ll be walking the runway for #RedDressCollection to raise awareness a… https://t.co/uxNDI80BUP,False,5,110,False,False,doritkemsley1
"That smile is contagious. Benjamin Allen Cohen, welcome to the world! @Andy welcome to the magical world of parenti… https://t.co/E5KKBm0avY",False,3,148,False,False,doritkemsley1
It will live on forever! 💕 #iconic https://t.co/EICQX7rANj,True,3,100,False,False,doritkemsley1
"Like Andy said, ‘Let’s save it for the reunion’ 😉💎 https://t.co/8KFle6LAWN",True,26,535,False,False,doritkemsley1
The official poster for season 9 #RHOBH! Just over 2 weeks until the highly anticipated season premier is here! Can… https://t.co/xYZELdPYel,False,7,163,False,False,doritkemsley1
RT @Andy: I am still speechless from today. EPIC.  Much love to the OG’s who threw me the party of a lifetime @KyleRichards @NeNeLeakes @Te…,False,704,0,False,False,doritkemsley1
Rinna showing love! 🎉🎤🙌🏽 #AndysBabyShower https://t.co/iO2Rlh8s3E,True,21,299,False,False,doritkemsley1
The most epic baby shower in history! With love ❤️ https://t.co/6QbVeUoJcw,True,6,214,False,False,doritkemsley1
"When all the housewives(or most) come together to celebrate our beloved @Andy. Congratulations Andy! We love you, a… https://t.co/xW9s2zUDD2",False,8,482,False,False,doritkemsley1
“I have a dream that my four children will one day live in a nation where they will not be judged by the color of t… https://t.co/CW2x1ADmfk,False,6,213,False,False,doritkemsley1
"Beautiful, Kind, Smart, FUNNY and an amazing mom, friend, wife, sister, auntie...you’re almost too good to be true.… https://t.co/3ApT9i9Nqh",False,0,99,False,False,doritkemsley1
Season 9 #doritdoll limited edition! 😂 #bravo #rhobh 💖 https://t.co/k219nZAIwf,False,4,45,False,False,doritkemsley1
We mesh well 💚@beverlybeachbyD https://t.co/EzH5Lw9GxX,False,1,20,False,False,doritkemsley1
"RT @WorldOfWonder: If @doritkemsley1 yelling “STUNNING!” on #MDLLA isn’t the mood of 2019, wtf is? 🙌 Get into the premiere of Million Dolla…",False,3,0,False,False,doritkemsley1
Two housewives designs; one look. @lisarinna sequin blazer with @beverlybeachbyD biker short. 🎯… https://t.co/6OnDovp65S,False,0,40,False,False,doritkemsley1
Season 9...French Vibes. ✨ All new RHOBH premiers Feb 12 on Bravo! See you then! 💋 https://t.co/a5fKFb8mnJ,False,3,81,False,False,doritkemsley1
RT @Bravotv: #RHOBH designer @doritkemsley1 was among the celebs he targeted and stole millions in items from.https://t.co/sszUbS71f3,False,6,0,False,False,doritkemsley1
Crazy and true. So glad this guy is finally off the streets. I can sleep better now. 👏🏽 https://t.co/BnkIjVASGM,True,8,93,False,False,doritkemsley1
"This is how we’re spending our News Years Eve. All together, by the fire, takeout, and lots of cuddles. Wishing eve… https://t.co/G03eVMIoom",False,3,173,False,False,doritkemsley1
Wishing everyone a Happy New Year from our family to yours! ✨🎉❤️ https://t.co/PqJwnYP3Yg,False,3,78,False,False,doritkemsley1
RT @GDLA: Shape up in 2019 with this new athleisure line by #RHOBH star @doritkemsley1! https://t.co/DnCqa5o6qR,False,4,0,False,False,doritkemsley1
https://t.co/isUINqh90c,False,7,149,False,False,doritkemsley1
